index,title,title_url,written_by,written_by_url,originally_by,originally_by_url,covers,adaptations
2354,She Got the Best of Me,https://secondhandsongs.com/work/212962,"Luke Combs, Rob Snyder, Channing Wilson","https://secondhandsongs.com/artist/137341, https://secondhandsongs.com/artist/152328, https://secondhandsongs.com/artist/152329",Luke Combs,https://secondhandsongs.com/artist/137341,2,0
2355,Lay Me Down,https://secondhandsongs.com/work/213831,Mark Marchetti,https://secondhandsongs.com/artist/153144,Loretta Lynn feat. Willie Nelson,https://secondhandsongs.com/artist/148+6288,2,0
2356,Home for the Holidays,https://secondhandsongs.com/work/214987,"Anthony Hamilton, Kelvin Wooten","https://secondhandsongs.com/artist/22305, https://secondhandsongs.com/artist/154192",Anthony Hamilton feat. Gavin DeGraw,https://secondhandsongs.com/artist/17897+22305,2,0
2357,Love Wins,https://secondhandsongs.com/work/215479,"Carrie Underwood, Brett James, David Garcia","https://secondhandsongs.com/artist/18335, https://secondhandsongs.com/artist/82432, https://secondhandsongs.com/artist/100473",Carrie Underwood,https://secondhandsongs.com/artist/18335,2,0
2358,The Light Is Coming,https://secondhandsongs.com/work/216018,"Pharrell Williams, Nicki Minaj, Ariana Grande","https://secondhandsongs.com/artist/11817, https://secondhandsongs.com/artist/47525, https://secondhandsongs.com/artist/76065",Ariana Grande ft. Nicki Minaj,https://secondhandsongs.com/artist/47525+76065,2,0
2359,C'mon,https://secondhandsongs.com/work/216335,"Max Martin [SE], Dr. Luke, Bonnie McKee, Ke$ha, Benny Blanco, Cirkut","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/35307, https://secondhandsongs.com/artist/50107, https://secondhandsongs.com/artist/50109, https://secondhandsongs.com/artist/50110, https://secondhandsongs.com/artist/71734",Ke$ha,https://secondhandsongs.com/artist/50109,2,0
2360,Grows Old,https://secondhandsongs.com/work/217344,"Malay, Ruth-Anne Cunningham, Ben Lusher, Rich Saunders, Tom Parker [GB]","https://secondhandsongs.com/artist/91737, https://secondhandsongs.com/artist/108048, https://secondhandsongs.com/artist/151378, https://secondhandsongs.com/artist/151379, https://secondhandsongs.com/artist/176883",Thirdstory,https://secondhandsongs.com/artist/151381,2,0
2361,Love It if We Made It,https://secondhandsongs.com/work/217581,"George Daniel, Adam Hann, Matthew Healy, Ross MacDonald","https://secondhandsongs.com/artist/75937, https://secondhandsongs.com/artist/75938, https://secondhandsongs.com/artist/75939, https://secondhandsongs.com/artist/75940",The 1975,https://secondhandsongs.com/artist/74937,2,0
2362,The Wheel,https://secondhandsongs.com/work/246696,PJ Harvey,https://secondhandsongs.com/artist/12766,P J Harvey,https://secondhandsongs.com/artist/12766,2,0
2363,Sleep Alone,https://secondhandsongs.com/work/246713,"Kevin Baird, Sam Halliday, Alex Trimble","https://secondhandsongs.com/artist/145760, https://secondhandsongs.com/artist/145761, https://secondhandsongs.com/artist/145762",Two Door Cinema Club,https://secondhandsongs.com/artist/145763,2,0
2364,Sun,https://secondhandsongs.com/work/246714,"Kevin Baird, Sam Halliday, Alex Trimble","https://secondhandsongs.com/artist/145760, https://secondhandsongs.com/artist/145761, https://secondhandsongs.com/artist/145762",Two Door Cinema Club,https://secondhandsongs.com/artist/145763,2,0
2365,Changing of the Seasons,https://secondhandsongs.com/work/246715,"Kevin Baird, Sam Halliday, Alex Trimble","https://secondhandsongs.com/artist/145760, https://secondhandsongs.com/artist/145761, https://secondhandsongs.com/artist/145762",Two Door Cinema Club,https://secondhandsongs.com/artist/145763,2,0
2366,Bad Decisions,https://secondhandsongs.com/work/246716,"Jacknife Lee, Kevin Baird, Sam Halliday, Alex Trimble","https://secondhandsongs.com/artist/81760, https://secondhandsongs.com/artist/145760, https://secondhandsongs.com/artist/145761, https://secondhandsongs.com/artist/145762",Two Door Cinema Club,https://secondhandsongs.com/artist/145763,2,0
2367,Are We Ready? (Wreck),https://secondhandsongs.com/work/246717,"Jacknife Lee, Kevin Baird, Sam Halliday, Alex Trimble","https://secondhandsongs.com/artist/81760, https://secondhandsongs.com/artist/145760, https://secondhandsongs.com/artist/145761, https://secondhandsongs.com/artist/145762",Two Door Cinema Club,https://secondhandsongs.com/artist/145763,2,0
2368,Happy Anywhere,https://secondhandsongs.com/work/246779,"Ross Copperman, Josh Osborne, Matt Jenkins","https://secondhandsongs.com/artist/106986, https://secondhandsongs.com/artist/113066, https://secondhandsongs.com/artist/183889",Blake Shelton featuring Gwen Stefani,https://secondhandsongs.com/artist/3225+41417,2,0
2369,Popstar,https://secondhandsongs.com/work/246784,"Drake, DJ Khaled, Oz [CH], David Ruoff, Elias Klughammer","https://secondhandsongs.com/artist/72241, https://secondhandsongs.com/artist/88592, https://secondhandsongs.com/artist/129315, https://secondhandsongs.com/artist/179671, https://secondhandsongs.com/artist/179672",DJ Khaled feat. Drake,https://secondhandsongs.com/artist/72241+88592,2,0
2370,Me & the Rhythm,https://secondhandsongs.com/work/246797,"Selena Gomez, Justin Tranter, Julia Michaels, Robin Fredriksson, Mattias Larsson","https://secondhandsongs.com/artist/46144, https://secondhandsongs.com/artist/82677, https://secondhandsongs.com/artist/96412, https://secondhandsongs.com/artist/99585, https://secondhandsongs.com/artist/99586",Selena Gomez,https://secondhandsongs.com/artist/46144,2,0
2371,Take Me Back to London,https://secondhandsongs.com/work/246806,"Max Martin [SE], Ed Sheeran, Shellback, Stormzy, Fred Again","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/63462, https://secondhandsongs.com/artist/69750, https://secondhandsongs.com/artist/118939, https://secondhandsongs.com/artist/128537",Ed Sheeran feat. Stormzy,https://secondhandsongs.com/artist/63462+118939,2,0
2372,Remember the Name,https://secondhandsongs.com/work/246807,"Eminem, Max Martin [SE], André 3000, 50 Cent, Sleepy Brown, Ray Murray, Rico Wade, Big Boi, Ed Sheeran, Shellback","https://secondhandsongs.com/artist/224, https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/11853, https://secondhandsongs.com/artist/13856, https://secondhandsongs.com/artist/14026, https://secondhandsongs.com/artist/14029, https://secondhandsongs.com/artist/14030, https://secondhandsongs.com/artist/16083, https://secondhandsongs.com/artist/63462, https://secondhandsongs.com/artist/69750",Ed Sheeran feat. Eminem & 50 Cent,https://secondhandsongs.com/artist/224+13856+63462,2,0
2373,Birds,https://secondhandsongs.com/work/246811,"Ben McKee, Dan Reynolds, Wayne Sermon, Joel Little, Daniel Platzman","https://secondhandsongs.com/artist/72997, https://secondhandsongs.com/artist/72999, https://secondhandsongs.com/artist/73001, https://secondhandsongs.com/artist/73740, https://secondhandsongs.com/artist/107956",Imagine Dragons,https://secondhandsongs.com/artist/73000,2,0
2374,Round and Round,https://secondhandsongs.com/work/246901,"Alex da Kid, Ben McKee, Dan Reynolds, Wayne Sermon","https://secondhandsongs.com/artist/47548, https://secondhandsongs.com/artist/72997, https://secondhandsongs.com/artist/72999, https://secondhandsongs.com/artist/73001",Imagine Dragons,https://secondhandsongs.com/artist/73000,2,0
2375,My Fault,https://secondhandsongs.com/work/246903,"Alex da Kid, Ben McKee, Dan Reynolds, Wayne Sermon","https://secondhandsongs.com/artist/47548, https://secondhandsongs.com/artist/72997, https://secondhandsongs.com/artist/72999, https://secondhandsongs.com/artist/73001",Imagine Dragons,https://secondhandsongs.com/artist/73000,2,0
2376,Bruises,https://secondhandsongs.com/work/246962,"Espen Lind, Pat Monahan, Amund Bjørklund","https://secondhandsongs.com/artist/28824, https://secondhandsongs.com/artist/45923, https://secondhandsongs.com/artist/51514",Train featuring Ashley Monroe,https://secondhandsongs.com/artist/1382+82845,2,0
2377,Not Ok,https://secondhandsongs.com/work/255032,"Kygo, Daniel James [AU], Leah Haywood, LÉON, Rob Ellmore, Chelsea Cutler","https://secondhandsongs.com/artist/97925, https://secondhandsongs.com/artist/112848, https://secondhandsongs.com/artist/112849, https://secondhandsongs.com/artist/115999, https://secondhandsongs.com/artist/185685, https://secondhandsongs.com/artist/185686",Kygo & Chelsea Cutler,https://secondhandsongs.com/artist/97925+185686,2,0
2378,Photograph,https://secondhandsongs.com/work/255370,"Natalie Merchant, Bill Berry [US1], Peter Buck, Mike Mills, Michael Stipe","https://secondhandsongs.com/artist/11435, https://secondhandsongs.com/artist/13621, https://secondhandsongs.com/artist/13622, https://secondhandsongs.com/artist/13623, https://secondhandsongs.com/artist/13624",R.E.M.,https://secondhandsongs.com/artist/96,2,0
2379,Courage to Change,https://secondhandsongs.com/work/255821,"P!nk, Sia, Greg Kurstin","https://secondhandsongs.com/artist/1007, https://secondhandsongs.com/artist/22802, https://secondhandsongs.com/artist/40946",Sia,https://secondhandsongs.com/artist/22802,2,0
2380,Let's Love,https://secondhandsongs.com/work/256470,"David Guetta, Sia, Giorgio Tuinfort, Marcus van Wattum","https://secondhandsongs.com/artist/17309, https://secondhandsongs.com/artist/22802, https://secondhandsongs.com/artist/40648, https://secondhandsongs.com/artist/109292",David Guetta & Sia,https://secondhandsongs.com/artist/17309+22802,2,0
2381,Paradise,https://secondhandsongs.com/work/256471,"Wayne Hector, Gerard O'Connell, D/C, Dermot Kennedy, Simone Giani, Josh Grimmett, Mattia Vitale, Conor Manning, Luca De Gregorio","https://secondhandsongs.com/artist/6150, https://secondhandsongs.com/artist/110057, https://secondhandsongs.com/artist/127649, https://secondhandsongs.com/artist/166390, https://secondhandsongs.com/artist/168569, https://secondhandsongs.com/artist/168570, https://secondhandsongs.com/artist/168571, https://secondhandsongs.com/artist/168572, https://secondhandsongs.com/artist/168573",Meduza feat. Dermot Kennedy,https://secondhandsongs.com/artist/166390+168574,2,0
2382,Fly Away,https://secondhandsongs.com/work/256476,Tones and I,https://secondhandsongs.com/artist/156695,Tones and I,https://secondhandsongs.com/artist/156695,2,0
2383,Falling into You,https://secondhandsongs.com/work/256497,Jason Robert Brown,https://secondhandsongs.com/artist/96315,,,2,0
2384,Baila conmigo,https://secondhandsongs.com/work/256509,"Selena Gomez, Tainy, Edgar Barrera, Alejandro Borrero, Ivanni Rodriguez, Abner Cordero, Christopher Carballo Ramos, Jorge Diaz, Alberto Melendez, Elena Rose, Rauw Alejandro","https://secondhandsongs.com/artist/46144, https://secondhandsongs.com/artist/143897, https://secondhandsongs.com/artist/155032, https://secondhandsongs.com/artist/186410, https://secondhandsongs.com/artist/186411, https://secondhandsongs.com/artist/186772, https://secondhandsongs.com/artist/186773, https://secondhandsongs.com/artist/186774, https://secondhandsongs.com/artist/186775, https://secondhandsongs.com/artist/186776, https://secondhandsongs.com/artist/186777",Selena Gomez and Rauw Alejandro,https://secondhandsongs.com/artist/46144+186777,2,0
2385,Calling My Phone,https://secondhandsongs.com/work/256512,"6lack, Lil Tjay, Ryan Martinez, Luis Campozano, Non Native, Henock Siyoum","https://secondhandsongs.com/artist/144880, https://secondhandsongs.com/artist/177959, https://secondhandsongs.com/artist/186343, https://secondhandsongs.com/artist/186780, https://secondhandsongs.com/artist/186781, https://secondhandsongs.com/artist/186782",Lil Tjay & 6LACK,https://secondhandsongs.com/artist/144880+177959,2,0
2386,I Think I'll Make Another World,https://secondhandsongs.com/work/256583,Stephin Merritt,https://secondhandsongs.com/artist/20560,The Magnetic Fields,https://secondhandsongs.com/artist/7983,2,0
2387,If You Love Her,https://secondhandsongs.com/work/256681,"Steven Solomon, Forest Blakk","https://secondhandsongs.com/artist/103381, https://secondhandsongs.com/artist/186942",Forest Blakk,https://secondhandsongs.com/artist/186942,2,0
2388,Lifestyle,https://secondhandsongs.com/work/256685,"Adam Levine, Jason Derülo, JKash, Michael Woods, Pablo Bowman, Kevin White, Amy Allen, Naliya, Casey Smith [US2]","https://secondhandsongs.com/artist/21213, https://secondhandsongs.com/artist/47217, https://secondhandsongs.com/artist/55737, https://secondhandsongs.com/artist/105737, https://secondhandsongs.com/artist/115993, https://secondhandsongs.com/artist/129388, https://secondhandsongs.com/artist/133374, https://secondhandsongs.com/artist/186952, https://secondhandsongs.com/artist/186953",Jason Derulo feat. Adam Levine,https://secondhandsongs.com/artist/21213+47217,2,0
2389,"No Body, No Crime",https://secondhandsongs.com/work/258181,Taylor Swift,https://secondhandsongs.com/artist/44127,Taylor Swift feat. Haim,https://secondhandsongs.com/artist/44127+74781,2,0
2390,Dorothea,https://secondhandsongs.com/work/258187,"Taylor Swift, Aaron Dessner","https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/55493",Taylor Swift,https://secondhandsongs.com/artist/44127,2,0
2391,Coney Island,https://secondhandsongs.com/work/258188,"Taylor Swift, Aaron Dessner, Bryce Dessner, Joe Alwyn","https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/55493, https://secondhandsongs.com/artist/68818, https://secondhandsongs.com/artist/171502",Taylor Swift feat. The National,https://secondhandsongs.com/artist/44127+189375,2,0
2392,Happiness,https://secondhandsongs.com/work/258195,"Taylor Swift, Aaron Dessner","https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/55493",Taylor Swift,https://secondhandsongs.com/artist/44127,2,0
2393,Right Where You Left Me,https://secondhandsongs.com/work/258196,"Taylor Swift, Aaron Dessner","https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/55493",Taylor Swift,https://secondhandsongs.com/artist/44127,2,0
2394,Summer Feelings,https://secondhandsongs.com/work/258565,"Simon Wilcox, Charlie Puth, Eskeerdo, Lennon Stella, Vincent Watson, Lowell","https://secondhandsongs.com/artist/85497, https://secondhandsongs.com/artist/95230, https://secondhandsongs.com/artist/107907, https://secondhandsongs.com/artist/119202, https://secondhandsongs.com/artist/143898, https://secondhandsongs.com/artist/163102",Lennon Stella feat. Charlie Puth,https://secondhandsongs.com/artist/95230+119202,2,0
2395,Begging,https://secondhandsongs.com/work/258576,"James Flannigan, Cara Salimando, Dua Lipa, Gabriel Simon","https://secondhandsongs.com/artist/81511, https://secondhandsongs.com/artist/86063, https://secondhandsongs.com/artist/108270, https://secondhandsongs.com/artist/188707",Dua Lipa,https://secondhandsongs.com/artist/108270,2,0
2396,Meet Me in the Hallway,https://secondhandsongs.com/work/258580,"Jeff Bhasker, Harry Styles, Tyler Johnson, Alex Salibian, Ryan Nasci, Mitch Rowland","https://secondhandsongs.com/artist/51785, https://secondhandsongs.com/artist/86741, https://secondhandsongs.com/artist/101297, https://secondhandsongs.com/artist/109552, https://secondhandsongs.com/artist/109638, https://secondhandsongs.com/artist/109639",Harry Styles,https://secondhandsongs.com/artist/86741,2,0
2397,Rotten to the Core,https://secondhandsongs.com/work/272618,"Shelly Peiken, Joacim Bo Persson, Alke","https://secondhandsongs.com/artist/24254, https://secondhandsongs.com/artist/102133, https://secondhandsongs.com/artist/122809","Dove Cameron, Sofía Carson, Cameron Boyce and Booboo Stewart",https://secondhandsongs.com/artist/101176+110847+115152+119776,2,0
2398,Remember,https://secondhandsongs.com/work/272656,"David Guetta, Karen Poole, Becky Hill, Kye Sones, Lewis Thompson, Franky Wah","https://secondhandsongs.com/artist/17309, https://secondhandsongs.com/artist/27193, https://secondhandsongs.com/artist/84585, https://secondhandsongs.com/artist/132348, https://secondhandsongs.com/artist/178652, https://secondhandsongs.com/artist/202374",Becky Hill & David Guetta,https://secondhandsongs.com/artist/17309+84585,2,0
2399,All Eyes on Me,https://secondhandsongs.com/work/272658,Bo Burnham,https://secondhandsongs.com/artist/195167,Bo Burnham,https://secondhandsongs.com/artist/195167,2,0
2400,Mon amour,https://secondhandsongs.com/work/273774,"Zzoilo, VGBases","https://secondhandsongs.com/artist/203483, https://secondhandsongs.com/artist/203484",Zzoilo,https://secondhandsongs.com/artist/203483,2,0
